"interval_name","t","Method","Order.q","SC","qD","qD.LCL","qD.UCL","reference_t","quorum_level","interval_name_abb","MAX_DATE","MIN_DATE","MID.POINT"
"Gorstian",12.2721214616426,"Rarefaction",0,0.699999825719146,8.1606308651256,5.43739416649025,10.883867563761,62,"0.7","Go",427.4,425.6,426.5
"Ludfordian",12.2817040854646,"Rarefaction",0,0.699999796347945,8.19052447959858,5.86392199594012,10.5171269632571,72,"0.7","Lu",425.6,423,424.3
"Pridoli",20.7327222858161,"Rarefaction",0,0.700000208522912,15.4721585173656,12.6766342783551,18.2676827563762,146,"0.7","Pr",423,419.2,421.1
"Lochkovian",49.413651192422,"Rarefaction",0,0.699999995371169,46.9618752986058,40.3358580593193,53.5878925378924,307,"0.7","Lo",419.2,410.8,415
"Pragian",32.8001143290329,"Rarefaction",0,0.700000088059323,24.6025118920057,20.6936457801742,28.5113780038372,176,"0.7","Pra",410.8,407.6,409.2
"Emsian",51.7150483112154,"Rarefaction",0,0.700000080903426,38.9212311092343,33.0239862192919,44.8184759991767,199,"0.7","Em",407.6,393.3,400.45
"Eifelian",26.1954120458286,"Rarefaction",0,0.699999713588263,18.9059063041351,15.3649545036754,22.4468581045949,171,"0.7","Ei",393.3,387.7,390.5
"Givetian",37.4560035798299,"Rarefaction",0,0.700000024089955,24.906718268211,19.5466003769647,30.2668361594573,144,"0.7","Gi",387.7,382.7,385.2
"Frasnian",48.8143887178842,"Rarefaction",0,0.700000001323639,30.4633584575637,15.4156508818093,45.5110660333181,107,"0.7","Fra",382.7,372.2,377.45
"Famennian",30.5674069145086,"Rarefaction",0,0.699999887659056,22.2530296733238,16.7981788093736,27.707880537274,203,"0.7","Fam",372.2,358.9,365.55
"Tournaisian",37.0939670524307,"Rarefaction",0,0.700000083109014,35.8823021882362,31.4828618237579,40.2817425527144,439,"0.7","To",358.9,346.7,352.8
"Visean",39.968879803153,"Rarefaction",0,0.699999935759375,45.9894800157428,41.4935090235841,50.4854510079015,635,"0.7","Vi",346.7,330.9,338.8
"Serpukhovian",45.7760836353719,"Rarefaction",0,0.700000033963239,41.8247762326038,37.1248587864141,46.5246936787936,428,"0.7","Se",330.9,323.2,327.05
"Bashkirian",34.4418560518965,"Rarefaction",0,0.700000195314873,27.0250610981978,23.4970892971504,30.5530328992451,380,"0.7","Ba",323.2,315.2,319.2
"Moscovian",47.1301542104996,"Rarefaction",0,0.699999996344303,39.9061796597836,35.3565448466832,44.455814472884,469,"0.7","Mo",315.2,307,311.1
"Kasimovian",34.5287059600132,"Rarefaction",0,0.699999825421005,25.1060411073526,21.859038901097,28.3530433136082,346,"0.7","Ka",307,303.7,305.35
"Gzhelian",40.895214214391,"Rarefaction",0,0.699999951831174,29.0099308066137,24.6805646338483,33.339296979379,365,"0.7","Gz",303.7,298.9,301.3
"Asselian",17.4124645520937,"Rarefaction",0,0.699999907199863,10.273192986164,7.92089329046425,12.6254926818637,143,"0.7","As",298.9,293.52,296.21
"Sakmarian",19.5336854743141,"Rarefaction",0,0.699999959498411,11.5533951876661,8.50453818202834,14.6022521933038,130,"0.7","Sa",293.52,290.1,291.81
"Artinskian",22.9165093062145,"Rarefaction",0,0.699999889388956,13.7555343308319,9.37168193845458,18.1393867232093,145,"0.7","Ar",290.1,283.5,286.8
"Kungurian",21.4621237071953,"Rarefaction",0,0.700000050937191,12.5543816503881,7.22116773189894,17.8875955688773,128,"0.7","Ku",283.5,273.01,278.255
"Roadian",28.7682386679645,"Rarefaction",0,0.700000069020495,16.6015232878452,8.53459151479337,24.668455060897,139,"0.7","Ro",273.01,266.9,269.955
"Wordian",8.96708376168992,"Rarefaction",0,0.700000012386241,4.74897183748657,0,15.5936578311493,64,"0.7","Wo",266.9,264.28,265.59
"Capitanian",7.08121841724433,"Rarefaction",0,0.699999771832278,3.95030563469107,0,8.13458669658281,62,"0.7","Ca",264.28,259.51,261.895
"Wuchiapingian",30.0026543247881,"Rarefaction",0,0.700000042572024,13.3328185338725,0,77.9308952519431,74,"0.7","Wu",259.51,254.14,256.825
"Changhsingian",11.4572995213969,"Rarefaction",0,0.700000086059899,5.47396905609059,1.22256732844823,9.72537078373296,58,"0.7","Cha",254.14,252,253.021
"Rhuddanian",1.91399797701601,"Rarefaction",0,0.799998929215892,2.35126552030908,1.66347128926594,3.03905975135221,11,"0.8","Rh",443.8,440.8,442.3
"Aeronian",8.06205737645923,"Rarefaction",0,0.799999577003679,6.87541929935447,1.95072995575665,11.8001086429523,20,"0.8","Ae",440.8,438.5,439.65
"Telychian",17.4970056466744,"Rarefaction",0,0.800000090837575,15.8823554638124,8.36695823129057,23.3977526963342,37,"0.8","Te",438.5,433.4,435.95
"Sheinwoodian",16.4300671235865,"Rarefaction",0,0.800000093383511,11.8384735915982,0.688138807900449,22.9888083752959,29,"0.8","Sh",433.4,430.5,431.95
"Homerian",11.0960191780981,"Rarefaction",0,0.800000406067442,7.93052121644765,2.41889623891051,13.4421461939848,21,"0.8","Ho",430.5,427.4,428.95
"Gorstian",19.6533663753675,"Rarefaction",0,0.8000001286798,10.3276709267358,6.79340064519609,13.8619412082755,62,"0.8","Go",427.4,425.6,426.5
"Ludfordian",20.5958306991054,"Rarefaction",0,0.800000144527275,10.6394566466481,6.81999749096701,14.4589158023292,72,"0.8","Lu",425.6,423,424.3
"Pridoli",34.1133475270724,"Rarefaction",0,0.800000070605271,20.1546796644635,17.1017164863366,23.2076428425904,146,"0.8","Pr",423,419.2,421.1
"Lochkovian",83.5560577847474,"Rarefaction",0,0.799999964178259,62.4460137029235,54.24246519202,70.649562213827,307,"0.8","Lo",419.2,410.8,415
"Pragian",52.3003918988578,"Rarefaction",0,0.800000108405479,31.3368898255104,26.3496489650749,36.3241306859458,176,"0.8","Pra",410.8,407.6,409.2
"Emsian",85.2581009200545,"Rarefaction",0,0.799999999747547,50.8044816660858,42.3355897701984,59.2733735619732,199,"0.8","Em",407.6,393.3,400.45
"Eifelian",45.7619903236366,"Rarefaction",0,0.800000063738887,25.4969737172287,21.401422028536,29.5925254059214,171,"0.8","Ei",393.3,387.7,390.5
"Givetian",65.6840413289865,"Rarefaction",0,0.799999973499994,34.0101750841987,27.5209637264119,40.4993864419855,144,"0.8","Gi",387.7,382.7,385.2
"Frasnian",130.836043701361,"Extrapolation",0,0.8,53.8831460674154,25.3540299511421,82.4122621836888,107,"0.8","Fra",382.7,372.2,377.45
"Famennian",59.9829630371466,"Rarefaction",0,0.800000050307039,32.0680689972082,20.3636101829283,43.7725278114881,203,"0.8","Fam",372.2,358.9,365.55
"Tournaisian",63.6118218344141,"Rarefaction",0,0.800000053686589,47.6663138139521,40.71335879966,54.6192688282442,439,"0.8","To",358.9,346.7,352.8
"Visean",66.0552692726235,"Rarefaction",0,0.799999946473487,59.6745742004614,53.809943377109,65.5392050238138,635,"0.8","Vi",346.7,330.9,338.8
"Serpukhovian",79.404890676068,"Rarefaction",0,0.799999966466747,55.9561803131325,48.9104935179932,63.0018671082717,428,"0.8","Se",330.9,323.2,327.05
"Bashkirian",58.2836164168524,"Rarefaction",0,0.800000034974667,35.5312648655092,29.8951467151116,41.1673830159067,380,"0.8","Ba",323.2,315.2,319.2
"Moscovian",83.4500476529771,"Rarefaction",0,0.799999956963048,54.3160801904221,46.6448095449839,61.9873508358603,469,"0.8","Mo",315.2,307,311.1
"Kasimovian",59.3675334944104,"Rarefaction",0,0.800000020549327,33.3586301605057,28.892013001193,37.8252473198184,346,"0.8","Ka",307,303.7,305.35
"Gzhelian",74.1287118519636,"Rarefaction",0,0.800000021583558,40.0630459556029,32.457777074273,47.6683148369329,365,"0.8","Gz",303.7,298.9,301.3
"Asselian",32.1961017035703,"Rarefaction",0,0.79999991475274,14.4552720509766,11.4113984837519,17.4991456182012,143,"0.8","As",298.9,293.52,296.21
"Sakmarian",39.5399203010528,"Rarefaction",0,0.800000062641606,17.3567401923081,12.0308085933108,22.6826717913053,130,"0.8","Sa",293.52,290.1,291.81
"Artinskian",46.7198417113039,"Rarefaction",0,0.800000031715588,20.8731822722976,13.7879090353639,27.9584555092312,145,"0.8","Ar",290.1,283.5,286.8
"Kungurian",52.3499314467583,"Rarefaction",0,0.79999999252582,21.6166704378123,11.7886344825129,31.4447063931117,128,"0.8","Ku",283.5,273.01,278.255
"Roadian",115.750313603718,"Extrapolation",0,0.8,41.6790560471977,0,84.867079224321,139,"0.8","Ro",273.01,266.9,269.955
"Wordian",64.9536042651854,"Extrapolation",0,0.8,18.065,0,41.9331419126089,64,"0.8","Wo",266.9,264.28,265.59
"Capitanian",24.160479627614,"Rarefaction",0,0.79999999345139,8.22628564433751,0,37.4862486649257,62,"0.8","Ca",264.28,259.51,261.895
"Wuchiapingian",268.890927288663,"Extrapolation",0,0.8,NA,NA,NA,74,"0.8","Wu",259.51,254.14,256.825
"Changhsingian",32.1081667082703,"Rarefaction",0,0.800000033620234,10.7822538532343,0,23.0947599485109,58,"0.8","Cha",254.14,252,253.021
