GENUS;SPECIES;ORDER;FAMILY;SUBCLASS;GROUP_GINTER;SCM1;SCM2;SCM_average;DUPLICATE;PERIOD;EARLIEST;MAX_DATE;LATEST;MIN_DATE;MID POINT;LAZARUS;COLLECTION;FORMATION;CONTINENT 1;CONTINENT 2;CONTINENT 3;CONTINENT 4;CONTINENT 5;HEMISPHERE;LATITUDE;LONGITUDE;PALAEOLAT;PALAEOLONG;BA_0;BA_1;BA_2;BA_3;BA_4;BA_5;BA_6;SCALE_ONLY;FINSPINE_ONLY;TOOTH_ONLY
Bythiacanthus;lopesi;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Permian;Asselian;298,9;Kungurian;273,95;286,425;N;Nova Iorque;Pedra de Fogo;South America;X;X;X;X;S;;;;;1;0;0;0;0;0;0;N;Y;N
Bythiacanthus;siderius;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;1,05;1,05;1,05;N;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Marion Co.;Waverly Series;North America;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Bythiacanthus;siderius;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;1,05;1,05;1,05;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Alton;St. Louis limestone;North America;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Bythiacanthus;siderius;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;1,05;1,05;1,05;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Le Grand;;North America;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Bythiacanthus;sp.;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;2,1;2,1;1,575;N;Carboniferous;Kasimovian;307;Kasimovian;303,7;305,35;N;Tulsa;Coffeeville;North America;X;X;X;X;N;;;;;0;0;1;1;1;1;1;N;Y;N
Bythiacanthus;sp.;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;2,1;2,1;1,575;Y;Carboniferous;Kasimovian;307;Kasimovian;303,7;305,35;N;Cass and Sarpy Counties;Stanton;North America;X;X;X;X;N;;;;;0;0;1;1;1;1;1;N;Y;N
Bythiacanthus;vanhornei;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;1,05;1,05;1,05;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Alton;St. Louis limestone;North America;X;X;X;X;N;38,9;-90,2;-14;-34,7;0;1;1;0;0;0;0;N;Y;N
Heslerodus;divergens;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;21,15;40,6;4,947058824;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Bethel Quarry;Carbondale;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Heslerodus;divergens;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;21,15;40,6;4,947058824;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Iske Quarry;Dennis;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Heslerodus;divergens;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;21,15;40,6;4,947058824;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Hesler Quarry;Linton;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Heslerodus;divergens;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;21,15;40,6;4,947058824;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Mecca Quarry;Linton;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Heslerodus;divergens;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;21,15;40,6;4,947058824;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Pit 12, Peabody Coal Co.;Carbondale;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Heslerodus;divergens;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;21,15;40,6;4,947058824;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Steeple Pasture;;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Heslerodus;divergens;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;21,15;40,6;4,947058824;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Peru;;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Heslerodus;divergens;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;21,15;40,6;4,947058824;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Myachkovo;;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Heslerodus;divergens;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;21,15;40,6;4,947058824;N;Permian;Artinskian;290,1;Kungurian;272,95;281,525;Y;Kachina Village;Kaibab;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;N;N
Heslerodus;sp.;Ctenacanthiformes;Heslerodidae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;N;Devonian;Pragian;410,8;Emsian;393,3;402,05;N;Al Murayr;Jubah Sandstone;Asia;X;X;X;X;N;;;;;1;0;0;0;0;0;0;N;N;Y
"""Ctenacanthus""";costellatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;60,6;73,4;28,5375;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Eskdale;Calciferous Sandstone;Europe;X;X;X;X;N;55,2;-3,1;-5;0,2;0;1;0;0;0;0;0;N;N;N
Anaclitacanthus;semicostatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Burlington;Burlington limestone;North America;X;X;X;X;N;;;;;0;0;1;1;0;0;0;N;Y;N
Asteroptychius;bellulus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;La Salle County;;North America;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Asteroptychius;bellus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;1,05;1,05;1,05;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Lanesville;Salem Limestone;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;Y;N
Asteroptychius;elegans;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Grindstone City;Waverly Series;North America;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Asteroptychius;gracilis;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Alton;St. Louis limestone;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;Y;N
Asteroptychius;ornatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;1,89;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;54,4;-6,7;-6,1;-1,8;1;1;1;0;0;0;0;N;Y;N
Asteroptychius;pugiunculus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Alton;St. Louis limestone;North America;X;X;X;X;N;38,9;-90,2;-14;-34,7;0;1;1;0;0;0;0;N;Y;N
Asteroptychius;sancti-ludovici;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Alton;St. Louis limestone;North America;X;X;X;X;N;38,9;-90,2;-14;-34,7;0;1;1;0;0;0;0;N;Y;N
Asteroptychius;semiornatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;54,4;-6,7;-6,1;-1,8;1;1;1;0;0;0;0;N;Y;N
Asteroptychius;sp.;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Asteroptychius;sp.;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Alton;St. Louis limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Asteroptychius;sp.;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;St. Louis;St. Louis limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Dracopristis;hoffmanorum;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;87,875;87,875;87,875;N;Carboniferous;Kasimovian;307;Kasimovian;303,7;305,35;N;Kinney Brick Quarry;Atrasado;North America;X;X;X;X;N;;;;;0;1;1;1;0;0;0;N;N;N
Goodrichthys;eskdalensis;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;31,525;31,525;8,25625;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Glencartholm;Calciferous Sandstone Series;Europe;X;X;X;X;N;;;;;1;1;0;0;0;0;0;N;N;N
Goodrichthys;eskdalensis;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;31,525;31,525;8,25625;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Eskdale;Cementstones;Europe;X;X;X;X;N;;;;;1;1;0;0;0;0;0;N;N;N
Kaibabvenator;swiftae;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;N;Permian;Artinskian;290,1;Kungurian;272,95;281,525;N;Kachina Village;Kaibab;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;N;Y
Nanoskalme;natans;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;N;Permian;Artinskian;291,1;Kungurian;272,95;281,525;N;Kachina Village;Kaibab;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;N;Y
Neosaivodus;flagstaffensis;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;N;Permian;Artinskian;292,1;Kungurian;272,95;281,525;N;Kachina Village;Kaibab;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;N;Y
Saivodus;sp.;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;N;Permian;Artinskian;293,1;Kungurian;272,95;281,525;N;Kachina Village;Kaibab;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;N;Y
Saivodus;striatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Bashkirian;315,2;330,95;N;Armagh;Carboniferous Limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Saivodus;striatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Bashkirian;315,2;330,95;N;Bristol;Carboniferous Limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Saivodus;striatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Bashkirian;315,2;330,95;N;Wensleydale;Yoredale Rocks;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Saivodus;striatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Bashkirian;315,2;330,95;N;Pope County;Chester limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Saivodus;striatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Bashkirian;315,2;330,95;N;Missouri;St. Louis limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Saivodus;striatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Bashkirian;315,2;330,95;N;St. Louis;St. Louis limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Saivodus;striatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Bashkirian;315,2;330,95;N;Lanesville;Salem Limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Saivodus;striatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Bashkirian;315,2;330,95;N;Paynters Hill;Warsaw Limestone;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Saivodus;striatus;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Bashkirian;315,2;330,95;N;Alton;;Europe;North America;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Sculptospina;makhlaevi;Ctenacanthiformes;Incertae familiae;Elasmobranchii;Cladodontomorphi;2,1;2,1;2,1;N;Devonian;Famennian;372,2;Famennian;358,9;365,55;N;Zamyatino village;;Europe;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Deltalepis;magna;Elegestolepidida;Elegestolepididae;;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Sheinwoodian;430,5;434,5;N;Lake Khar-Us;Chargat;Asia;X;X;X;X;N;;;;;0;0;1;1;0;0;0;Y;N;N
Deltalepis;parva;Elegestolepidida;Elegestolepididae;;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Sheinwoodian;430,5;434,5;N;Lake Khar-Us;Chargat;Asia;X;X;X;X;N;;;;;0;0;1;1;0;0;0;Y;N;N
Elegestolepis;grossi;Elegestolepidida;Elegestolepididae;;NA;2,5;2,5;2,5;N;Silurian;Sheinwoodian;433,4;Pridoli;419,2;426,3;N;Elegest River;Baital;Asia;X;X;X;X;N;;;;;0;1;1;1;1;0;0;Y;N;N
Elegestolepis;grossi;Elegestolepidida;Elegestolepididae;;NA;2,5;2,5;2,5;Y;Silurian;Sheinwoodian;433,4;Pridoli;419,2;426,3;N;Gorny Altai;Upper Tarkhata;Asia;X;X;X;X;N;;;;;0;1;1;1;1;0;0;Y;N;N
Elegestolepis;grossi;Elegestolepidida;Elegestolepididae;;NA;2,5;2,5;2,5;Y;Silurian;Sheinwoodian;433,4;Pridoli;419,2;426,3;N;Tuva;Khondergei;Asia;X;X;X;X;N;;;;;0;1;1;1;1;0;0;Y;N;N
Ellesmereia;schultzei;Elegestolepidida;Elegestolepididae;;NA;2,5;2,5;2,5;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;S Canon Fiord;Red Canyon River;North America;X;X;X;X;N;80;-82,7;-2;-20,7;0;1;1;0;0;0;0;Y;N;N
Kannathalepis;milleri;Elegestolepidida;Kannathalepididae;;NA;2,5;2,5;2,5;N;Silurian;Sheinwoodian;433,4;Homerian;427,4;430,4;N;Baillie-Hamilton Island;Baillie-Hamilton section;North America;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;Y;N;N
Caseodus;basalis;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;37,9;39,8;13,48214286;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Newport;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Caseodus;basalis;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;37,9;39,8;13,48214286;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Court Creek;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Caseodus;basalis;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;37,9;39,8;13,48214286;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Carlinville;McLeansboro;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Caseodus;basalis;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;37,9;39,8;13,48214286;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;La Platte;Dennis;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Caseodus;basalis;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;37,9;39,8;13,48214286;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Lowell;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Caseodus;basalis;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;37,9;39,8;13,48214286;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Logan Quarry;Logan Quarry Shale;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Caseodus;cf.eatoni;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Newport;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Caseodus;eatoni;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;40,05;58,95;14,575;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Pit 12, Peabody Coal Co.;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Caseodus;eatoni;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;40,05;58,95;14,575;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Steve's old mine dump;Logan Quarry Shale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Caseodus;eatoni;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;40,05;58,95;14,575;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Logan Quarry;Logan Quarry Shale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Caseodus;eatoni;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;40,05;58,95;14,575;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Hesler Quarry;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Erikodus;groenlandensis;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;0,5;0,5;0,5;N;Permian;Roadian;272,95;Roadian;268,8;270,875;N;Kap Stosch;Foldvik Creek;North America;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;Y
Erikodus;groenlandensis;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;0,5;0,5;0,5;Y;Permian;Roadian;272,95;Roadian;268,8;270,875;N;Kap Stosch;Posidonomya beds;North America;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;Y
Fadenia;crenulata;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;0,5;0,5;0,5;N;Permian;Roadian;272,95;Roadian;268,8;270,875;Y;Kap Stosch;Posidonomya beds;North America;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;Y
Fadenia;crenulata;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;0,5;0,5;0,5;N;Permian;Wuchiapingian;259,1;Wuchiapingian;254,14;256,62;Y;Durham;Marl Slate;Europe;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Fadenia;gigas;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Bashkirian;323,2;Bashkirian;315,2;319,2;N;Lucas;Lexington Coal;North America;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Fadenia;monscana;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Peski;Ramenskoye District;Europe;X;X;X;X;N;;;;;1;1;1;1;1;0;0;N;N;Y
Ornithoprion;hertwigi;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;28,75;37,35;16,94285714;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Ornithoprion;hertwigi;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;28,75;37,35;16,94285714;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Mine headwall;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Ornithoprion;hertwigi;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;28,75;37,35;16,94285714;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Pit 14, Peabody Coal Co;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Ornithoprion;hertwigi;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;28,75;37,35;16,94285714;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Mecca Quarry;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Ornithoprion;sp.;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;6,45;6,45;6,45;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;38,3;-87,2;-7,8;-23,9;0;1;0;0;0;0;0;N;N;N
Pirodus;conicus;Eugeneodontiformes;Caseodontidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Kolomna District;Shchurovo-Korobcheyevo;Europe;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Edestus;heinrichi;Eugeneodontiformes;Edestidae;;Euchondrocephali;4,975;4,975;2,409210526;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Bethel Quarry;Carbondale;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;;Euchondrocephali;4,975;4,975;2,409210526;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Danville;Carbondale;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;;Euchondrocephali;4,975;4,975;2,409210526;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Alton;Carbondale;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;;Euchondrocephali;4,975;4,975;2,409210526;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Belleville;Carbondale;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;;Euchondrocephali;4,975;4,975;2,409210526;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Myachkovo;;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;;Euchondrocephali;4,975;4,975;2,409210526;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Coulterville;Carbondale;Europe;North America;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;;Euchondrocephali;10,575;10,575;2,5875;N;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Newport;;Europe;North America;X;X;X;N;;;;;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;;Euchondrocephali;10,575;10,575;2,5875;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Posey County;;Europe;North America;X;X;X;N;;;;;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;;Euchondrocephali;10,575;10,575;2,5875;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Eagle County;Minturn;Europe;North America;X;X;X;N;;;;;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;;Euchondrocephali;10,575;10,575;2,5875;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Honey Creek;Smithwick;Europe;North America;X;X;X;N;;;;;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;;Euchondrocephali;10,575;10,575;2,5875;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Nettlebank;Coal Measures;Europe;North America;X;X;X;N;;;;;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;;Euchondrocephali;10,575;10,575;2,5875;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Richland Springs;;Europe;North America;X;X;X;N;;;;;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;;Euchondrocephali;10,575;10,575;2,5875;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Vermillion Co.;;Europe;North America;X;X;X;N;;;;;1;1;0;0;0;1;1;N;N;N
Edestus;sp.;Eugeneodontiformes;Edestidae;;Euchondrocephali;16,5;16,5;9,75625;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Logan Quarry;Staunton;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Edestus;sp.;Eugeneodontiformes;Edestidae;;Euchondrocephali;16,5;16,5;9,75625;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Otter Creek;Mecca quarry shale ;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Edestus;sp.;Eugeneodontiformes;Edestidae;;Euchondrocephali;16,5;16,5;9,75625;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Marissa Mine;;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Edestus;triserratus;Eugeneodontiformes;Edestidae;;Euchondrocephali;9,25;13,6;5,153125;N;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Myachkovo;;Europe;North America;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;N
